Year,Yr,YrsInOrg,Entry Point,EP,Block,BL,System,Sys,Plot,PL,SpringCoverCrop,CashCrop,CC,FallCoverCrop,TillageTreatment,CurrentTillage,TillageforCurrentCropEstablishment,NumSoilDistrubEvents,NUmAboveGroundDistrub,NumDaysSinceLastSoilDisturb,SDR,Total_NumofDisturb,SamplingEvent,SE,SETiming,CurrentCrop,SampleDate,Plot,MatricPotential,Gravimetric,WaxwormRotten,WaxwormTotal ,WaxwormTotal_Infected,Percent_Waxworm_Infect,MealwormTotal ,MealwormTotal_Infect,Perc_Meal_Infect,barpH,barEC,ActiveCmg/kg,SoilStandardAbsorbance,SoultionStandardAbsorbance,y-intercept,slope,ActiveC/mg/kgLEWIS,AggregateStability,SampleDateCheck,Plot Number Check,aalpH,P,K,Mg,Ca,CEC,%CECK,%CECMg,%CECCa,zinc,copper,sulfur,OrganicMatterPerc,salts,SandPerc,SiltPerc,ClayPerc,SoilTexturalClass,g,Cornell_soil_texture_class,Cornell_soil_texture_sand,Cornell_soil_texture_silt,Cornell_soil_texture_clay,Cornell_pred_water_capacity,Cornell_pred_water_capacity_rating,Cornell_aggregate_stability,Cornell_aggregate_stability_rating,Cornell_organic_matter,Cornell_organic_matter_rating,Cornell_soc,Cornell_total_c,Cornell_total_n,Cornell_ace_soil_protein_index,Cornell_ace_soil_protein_index_rating,Cornell_respiration,Cornell_respiration_rating,Cornell_active_carbon,Cornell_active_carbon_rating,Cornell_ph,Cornell_ph_rating,Cornell_p,Cornell_p_rating,Cornell_k,Cornell_k_rating,Cornell_mg,Cornell_fe,Cornell_mn,Cornell_zn,Cornell_minor_elements_rating,Cornell_overall score,Cornell_Mod. Morgan Al. ppm,Cornell_Mod. Morgan Ca. ppm,Cornell_Mod. Morgan Cu. ppm,Cornell_Mod. Morgan S. ppm,Cornell_Mod. Morgan B. ppm,Sample number
2021,Yr1,8,3,EP3,2,BL2,4,Sys4,231,PL231,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,6,163,120,12,3,SE3,Late Summer,Alfalfa/Orchardgrass,9/17/2021,231,7,0.21,8,15,7,46.67,15,11,73.33,6.79,63.74,336.16,0.518,1.031,-0.001,0.022,,.,9/17/2021,231,6.79,20,63,207,1323.7,10.5,1.5,16.4,63,1.7,4.2,5.9,1.76,0.09,25.39,43.19,31.42,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,229
2021,Yr1,8,3,EP3,3,BL3,4,Sys4,311,PL311,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,6,163,120,12,3,SE3,Late Summer,Alfalfa/Orchardgrass,9/17/2021,311,11,0.23,11,15,0,0,15,8,53.33,7.05,63.52,332.45,0.482,1.032,-0.001,0.022,,.,9/17/2021,311,7.13,17,98,219,1291.7,8.5,2.9,21.4,75.7,1.3,2.4,4.7,2.22,0.09,17.61,43.13,39.26,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
2021,Yr1,8,3,EP3,4,BL4,4,Sys4,411,PL411,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,6,163,120,12,3,SE3,Late Summer,Alfalfa/Orchardgrass,9/17/2021,411,14,0.22,8,15,0,0,15,3,20,6.62,73.23,397.34,0.482,1.032,-0.001,0.022,,.,9/17/2021,411,7.31,11,114,323,1678.9,11.4,2.6,23.7,73.8,1.8,2.2,5.2,2.44,0.1,34.33,39.48,26.19,Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,245
2022,Yr2,9,1,EP1,1,BL1,1,Sys1,111,PL111,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,standard,reduced,chisel,0,1,179,1,1,1,SE1,Prior to Cover Crop Termination,Winter Wheat/ Red Clover,4/25/2022,111,26,0.21,12,15,0,0,15,6,40,6.92,47.91,327.5,0.415,0.942,-0.001,0.023,,.,4/25/2022,111,6.59,11,112,211,1583.5,12,2.4,14.7,66.2,1.7,4,7.3,2.28,0.1,15.06,47.31,37.63,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
2022,Yr2,9,1,EP1,2,BL2,1,Sys1,211,PL211,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,standard,reduced,chisel,0,1,179,1,1,1,SE1,Prior to Cover Crop Termination,Winter Wheat/ Red Clover,4/25/2022,211,36,0.17,3,15,3,20,15,3,20,6.46,48.11,273.53,0.314,1.059,-0.001,0.022,,.,4/25/2022,211,6.52,15,117,152,1205.6,9.6,3.1,13.2,62.8,1.6,3.4,8,2.09,0.1,15.23,50.55,34.23,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,269
2022,Yr2,9,1,EP1,3,BL3,1,Sys1,334,PL334,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,standard,reduced,chisel,0,1,179,1,1,1,SE1,Prior to Cover Crop Termination,Winter Wheat/ Red Clover,4/25/2022,334,40,0.16,4,15,1,6.67,15,6,40,6.8,37.6,206.46,0.405,0.999,-0.001,0.022,,.,4/25/2022,334,6.58,18,76,99,839.9,7.4,2.6,11.1,56.6,1.5,1.2,8.1,1.68,0.07,19.27,45.13,35.6,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
2022,Yr2,9,1,EP1,4,BL4,1,Sys1,424,PL424,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,standard,reduced,chisel,0,1,179,1,1,1,SE1,Prior to Cover Crop Termination,Winter Wheat/ Red Clover,4/25/2022,424,32,0.21,3,15,2,13.33,15,3,20,6.79,46.28,301.84,0.339,1.026,-0.001,0.022,,.,4/25/2022,424,6.28,34,145,115,1085.2,8.8,4.2,10.9,62,2,1.2,10.3,1.89,0.16,14.53,41.16,44.31,Silty Clay,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,300
2022,Yr2,9,1,EP1,1,BL1,2,Sys2,112,PL112,Winter Wheat,Winter Wheat,W,Oat/Pea/Radish,shallow,shallow,highspeed disk,0,0,179,0,0,1,SE1,Prior to Cover Crop Termination,Winter Wheat,4/25/2022,112,21,0.21,5,14,5,35.71,15,9,60,7.04,52.01,309.69,0.353,1.001,-0.001,0.022,,.,4/25/2022,112,6.88,14,121,230,1436.4,9.4,3.3,20.4,76.3,1.9,3.2,7.2,2.24,0.11,12.4,52.32,35.28,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,258
2022,Yr2,9,1,EP1,2,BL2,2,Sys2,212,PL212,Winter Wheat,Winter Wheat,W,Oat/Pea/Radish,shallow,shallow,highspeed disk,0,0,179,0,0,1,SE1,Prior to Cover Crop Termination,Winter Wheat,4/25/2022,212,30,0.2,11,15,1,6.67,15,1,6.67,6.58,45.12,318.69,0.353,1.001,-0.001,0.022,,.,4/25/2022,212,6.54,20,133,140,1232.5,11.1,3.1,10.5,55.7,2.1,3.8,9,2.19,0.12,11.81,50.24,37.95,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270
2022,Yr2,9,1,EP1,3,BL3,2,Sys2,333,PL333,Winter Wheat,Winter Wheat,W,Oat/Pea/Radish,shallow,shallow,highspeed disk,0,0,179,0,0,1,SE1,Prior to Cover Crop Termination,Winter Wheat,4/25/2022,333,42,0.16,8,15,0,0,15,0,0,6.94,43.85,323.12,0.417,0.939,-0.001,0.023,,.,4/25/2022,333,7.04,10,90,283,1436.7,9.8,2.4,24.1,73.5,1.8,3.7,7.4,1.8,0.09,19.17,46.45,34.39,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,291
2022,Yr2,9,1,EP1,4,BL4,2,Sys2,423,PL423,Winter Wheat,Winter Wheat,W,Oat/Pea/Radish,shallow,shallow,highspeed disk,0,0,179,0,0,1,SE1,Prior to Cover Crop Termination,Winter Wheat,4/25/2022,423,33,0.21,8,15,0,0,15,0,0,6.75,51.39,382.24,0.309,1.044,-0.001,0.022,,.,4/25/2022,423,6.48,19,126,141,1206.3,10.3,3.1,11.4,58.4,1.9,2.2,9.6,2.19,0.14,19.22,44.8,35.98,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,299
2022,Yr2,9,1,EP1,1,BL1,3,Sys3,114,PL114,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,reduced,shallow,highspeed disk,0,1,179,1,1,1,SE1,Prior to Cover Crop Termination,Winter Wheat/ Red Clover,4/25/2022,114,19,0.22,9,15,0,0,16,3,18.75,6.83,51.89,268.36,0.388,0.976,-0.001,0.023,,.,4/25/2022,114,6.85,10,103,187,1175.4,7.7,3.4,20.2,76.3,1.6,2.8,6,2.33,0.11,17.89,42.5,39.61,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,260
2022,Yr2,9,1,EP1,2,BL2,3,Sys3,214,PL214,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,reduced,shallow,highspeed disk,0,1,179,1,1,1,SE1,Prior to Cover Crop Termination,Winter Wheat/ Red Clover,4/25/2022,214,15,0.22,4,15,0,0,15,1,6.67,6.65,52.54,296.07,0.339,1.026,-0.001,0.022,,.,4/25/2022,214,6.46,19,95,99,949.9,9.2,2.6,8.9,51.5,1.7,3.1,8,2.28,0.13,13.69,48.11,38.2,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,272
2022,Yr2,9,1,EP1,3,BL3,3,Sys3,331,PL331,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,reduced,shallow,highspeed disk,0,1,179,1,1,1,SE1,Prior to Cover Crop Termination,Winter Wheat/ Red Clover,4/25/2022,331,37,0.19,10,15,4,26.67,15,8,53.33,7.03,65.34,306.17,0.409,1.054,-0.001,0.022,,.,4/25/2022,331,7.45,21,128,401,1673.5,12,2.7,27.8,69.5,1.9,3.6,7.8,1.95,0.1,16.14,50.29,33.57,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,289
2022,Yr2,9,1,EP1,4,BL4,3,Sys3,421,PL421,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,reduced,shallow,highspeed disk,0,1,179,1,1,1,SE1,Prior to Cover Crop Termination,Winter Wheat/ Red Clover,4/25/2022,421,17,0.22,7,15,1,6.67,15,3,20,6.75,53.53,336.35,0.388,0.976,-0.001,0.023,,.,4/25/2022,421,6.15,22,125,109,895.2,9.1,3.5,10,49.2,1.8,1.8,8.5,2.28,0.16,20.1,44.89,35.01,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,297
2022,Yr2,9,2,EP2,1,BL1,1,Sys1,121,PL121,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,no-till,none,0,0,193,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/25/2022,121,19,0.22,8,15,1,6.67,15,5,33.33,6.67,39.21,307.13,0.384,0.849,-0.001,0.023,,.,4/25/2022,121,6.41,10,121,157,1235.4,10,3.1,13.1,61.8,1.6,3.2,6.7,2.22,0.11,26.03,41.7,32.27,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,261
2022,Yr2,9,2,EP2,2,BL2,1,Sys1,221,PL221,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,no-till,none,0,0,193,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/25/2022,221,17,0.2,2,15,12,80,15,11,73.33,6.77,48.3,274.58,0.409,1.054,-0.001,0.022,,.,4/25/2022,221,6.37,16,81,126,1055.7,8.7,2.4,12,60.4,1.6,3.3,7.8,0.55,0.1,17.82,42.6,39.58,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,273
2022,Yr2,9,2,EP2,3,BL3,1,Sys1,323,PL323,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,no-till,none,0,0,193,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/25/2022,323,13,0.21,11,15,1,6.67,15,14,93.33,6.62,42.38,198.94,0.405,0.999,-0.001,0.022,,.,4/25/2022,323,6.15,22,88,112,935.8,8,2.8,11.6,58.2,1.4,2.9,7.9,1.79,0.14,19.2,44.34,36.46,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,287
2022,Yr2,9,2,EP2,4,BL4,1,Sys1,432,PL432,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,no-till,none,0,0,193,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/25/2022,432,19,0.21,6,15,5,33.33,15,12,80,6.77,53.42,331.21,0.388,0.976,-0.001,0.023,,.,4/25/2022,432,6.4,22,102,110,903.2,7.9,3.3,11.6,57.2,1.6,1,7,2.07,0.11,14.42,50.06,35.51,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,302
2022,Yr2,9,2,EP2,1,BL1,2,Sys2,122,PL122,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,0,0,229,0,0,1,SE1,Prior to Cover Crop Termination,Oat/Pea/Radish,4/25/2022,122,8,0.23,11,15,4,26.67,15,12,80,6.51,48.44,151.24,0.409,1.054,-0.001,0.022,,.,4/25/2022,122,6.23,18,126,106,1020.8,10.2,3.2,8.7,50,2,3.1,7.7,2.28,0.13,22.19,45.39,32.42,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,262
2022,Yr2,9,2,EP2,2,BL2,2,Sys2,224,PL224,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,0,0,229,0,0,1,SE1,Prior to Cover Crop Termination,Oat/Pea/Radish,4/25/2022,224,14,0.21,9,15,0,0,15,0,0,6.53,48.98,237.75,0.262,0.845,-0.001,0.023,,.,4/25/2022,224,6.33,16,105,172,1306.8,11,2.4,13,59.2,1.6,3.5,7.7,1.97,0.09,15.5,51.28,33.23,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
2022,Yr2,9,2,EP2,3,BL3,2,Sys2,324,PL324,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,0,0,229,0,0,1,SE1,Prior to Cover Crop Termination,Oat/Pea/Radish,4/25/2022,324,13,0.22,10,15,1,6.67,13,3,23.08,6.65,53.57,329.79,0.285,0.979,-0.001,0.023,,.,4/25/2022,324,6.46,26,97,105,1022.7,9,2.8,9.7,56.6,1.8,1.2,8.6,2.05,0.12,18.62,45.69,35.69,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,288
2022,Yr2,9,2,EP2,4,BL4,2,Sys2,433,PL433,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,0,0,229,0,0,1,SE1,Prior to Cover Crop Termination,Oat/Pea/Radish,4/25/2022,433,11.3,0.21,7,15,1,6.67,15,0,0,6.7,50.59,336.13,0.405,0.999,-0.001,0.022,,.,4/25/2022,433,6.29,28,111,96,909.7,9,3.2,8.9,50.4,1.7,2.7,8.4,2.26,0.13,17.29,50.47,32.24,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,303
2022,Yr2,9,2,EP2,1,BL1,3,Sys3,124,PL124,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,no-till,none,0,0,193,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/25/2022,124,9,0.24,8,15,7,46.67,15,15,100,6.44,42.09,342.03,0.285,0.979,-0.001,0.023,,.,4/25/2022,124,6.16,18,80,109,958.6,10.4,2,8.7,46.1,2.2,3.3,7.4,2.18,0.13,24.68,48.67,26.65,Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,264
2022,Yr2,9,2,EP2,2,BL2,3,Sys3,222,PL222,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,no-till,none,0,0,193,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/25/2022,222,24,0.21,7,15,2,13.33,15,1,6.67,6.43,37.65,256.84,0.388,0.976,-0.001,0.023,,.,4/25/2022,222,6.26,12,88,140,1224.2,10.9,2.1,10.7,56.1,1.5,3,7.3,1.69,0.11,21.14,47.29,31.57,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,274
2022,Yr2,9,2,EP2,3,BL3,3,Sys3,322,PL322,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,no-till,none,0,0,193,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/25/2022,322,11,0.24,8,15,4,26.67,15,8,53.33,6.55,46.77,327.82,0.388,0.976,-0.001,0.023,,.,4/25/2022,322,5.91,21,94,109,1012.9,10.1,2.4,9,50.1,1.9,1.2,9.5,2.11,0.22,13.21,48.49,38.3,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,286
2022,Yr2,9,2,EP2,4,BL4,3,Sys3,431,PL431,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,no-till,none,0,0,193,0,0,1,SE1,Prior to Cover Crop Termination,Red Clover/ Cereal Rye,4/25/2022,431,18,0.21,11,15,0,0,13,5,38.46,6.84,50.88,301.43,0.409,1.054,-0.001,0.022,,.,4/25/2022,431,6.28,15,123,127,1134.6,10.4,3,10.1,54.3,1.4,1.9,7.8,1.94,0.13,11.05,51.81,37.14,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,301
2022,Yr2,9,2,EP2,1,BL1,4,Sys4,123,PL123,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,5,0,12,72,5,1,SE1,Prior to Cover Crop Termination,Alfalfa/Orchardgrass,4/25/2022,123,8,0.22,7,15,4,26.67,14,13,92.86,6.69,52.81,278.71,0.362,1.052,-0.001,0.022,,.,4/25/2022,123,6.52,11,141,172,1419.2,11.1,3.3,12.9,64,2.1,3.3,7.9,2.06,0.1,25.39,39.96,34.65,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,263
2022,Yr2,9,2,EP2,2,BL2,4,Sys4,223,PL223,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,5,0,12,72,5,1,SE1,Prior to Cover Crop Termination,Alfalfa/Orchardgrass,4/25/2022,223,9.5,0.2,11,15,2,13.33,15,8,53.33,6.81,56.84,276.72,0.309,1.044,-0.001,0.022,,.,4/25/2022,223,6.7,14,103,165,1341.2,10.3,2.6,13.3,64.8,1.6,3.4,8,2.04,0.13,16.61,45.87,37.52,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,275
2022,Yr2,9,2,EP2,3,BL3,4,Sys4,321,PL321,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,5,0,12,72,5,1,SE1,Prior to Cover Crop Termination,Alfalfa/Orchardgrass,4/25/2022,321,9,0.21,6,15,7,46.67,15,8,53.33,6.59,58.04,274.03,0.309,1.044,-0.001,0.022,,.,4/25/2022,321,6.37,15,129,134,1173.5,9.5,3.5,11.7,61.7,1.6,2.3,8.7,1.8,0.11,17.94,43.73,38.33,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,285
2022,Yr2,9,2,EP2,4,BL4,4,Sys4,434,PL434,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,5,0,12,72,5,1,SE1,Prior to Cover Crop Termination,Alfalfa/Orchardgrass,4/25/2022,434,11,0.21,5,15,1,6.67,15,8,53.33,6.8,54.98,303.85,0.362,1.052,-0.001,0.022,,.,4/25/2022,434,6.45,32,124,108,1056.7,8.5,3.7,10.6,62.1,1.9,1.2,9.5,2.08,0.11,16.42,46.02,37.56,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,304
2022,Yr2,9,3,EP3,1,BL1,1,Sys1,131,PL131,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,no-till,interseed,0,0,292,0,0,1,SE1,Prior to Cover Crop Termination,Annual Ryegrass/Radish/Crimson Clover,4/25/2022,131,3,0.24,13,15,2,13.33,14,7,50,6.54,60.44,389.35,0.417,0.939,-0.001,0.023,,.,4/25/2022,131,6.23,26,166,128,1145,9.4,4.5,11.3,60.8,2.1,3.8,9.6,2,0.13,34.59,30.18,35.24,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,265
2022,Yr2,9,3,EP3,2,BL2,1,Sys1,233,PL233,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,no-till,interseed,0,0,292,0,0,1,SE1,Prior to Cover Crop Termination,Annual Ryegrass/Radish/Crimson Clover,4/25/2022,233,5,0.19,9,15,5,33.33,15,5,33.33,6.63,54.33,332.39,0.285,0.979,-0.001,0.023,,.,4/25/2022,233,6.51,31,99,141,1105.6,9,2.8,13.1,61.7,2.4,4.4,8.3,1.86,0.11,24.47,44.06,31.47,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,279
2022,Yr2,9,3,EP3,3,BL3,1,Sys1,313,PL313,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,no-till,interseed,0,0,292,0,0,1,SE1,Prior to Cover Crop Termination,Annual Ryegrass/Radish/Crimson Clover,4/25/2022,313,5,0.23,4,15,10,66.67,15,7,46.67,6.82,53.89,319.16,0.314,1.059,-0.001,0.022,,.,4/25/2022,313,6.5,25,136,150,1199.9,9.6,3.6,13,62.5,2.1,3.2,9.6,1.28,0.12,23.23,42.96,33.81,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,283
2022,Yr2,9,3,EP3,4,BL4,1,Sys1,413,PL413,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,no-till,interseed,0,0,292,0,0,1,SE1,Prior to Cover Crop Termination,Annual Ryegrass/Radish/Crimson Clover,4/25/2022,413,8,0.23,7,15,3,20,15,4,26.67,6.93,52.85,417.02,0.262,0.845,-0.001,0.023,,.,4/25/2022,413,6.76,11,155,256,1557.4,12.3,3.2,17.3,63.2,1.8,1.8,8.3,2.16,0.15,43.39,28,28.61,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,295
2022,Yr2,9,3,EP3,1,BL1,2,Sys2,132,PL132,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,0,0,194,0,0,1,SE1,Prior to Cover Crop Termination,Cereal Rye,4/25/2022,132,15,0.23,9,15,1,6.67,15,7,46.67,6.53,46.94,302.44,0.314,1.059,-0.001,0.022,,.,4/25/2022,132,6.21,34,161,94,876.9,9.5,4.4,8.3,46.2,2.3,3.6,9.2,2.19,0.12,44.19,30.32,25.49,Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266
2022,Yr2,9,3,EP3,2,BL2,2,Sys2,232,PL232,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,0,0,194,0,0,1,SE1,Prior to Cover Crop Termination,Cereal Rye,4/25/2022,232,13,0.19,7,14,0,0,15,1,6.67,6.93,45.14,318.72,0.262,0.845,-0.001,0.023,,.,4/25/2022,232,6.86,31,93,217,1415.6,9.1,2.6,19.8,77.6,2.6,4.2,8.6,1.75,0.09,22.5,40.69,36.81,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,278
